"gameId","playId","nflId_def","targetNflId","eps_ball_skills"
2018091001,1673,306,2540169,0.489
2018093009,4879,306,2552461,-0.131
2018121611,3299,1302,2540158,5.595
2018122311,1937,1302,2506106,0.904
2018120202,2085,1302,2543646,0.537
2018092310,2481,1302,2553913,0.223
2018122311,3098,1302,2561272,0.038
2018123014,3359,1302,2558914,0.017
2018120901,3115,1302,2558250,-0.198
2018123014,2855,1302,2558914,-0.213
2018121611,4322,1302,2540158,-0.219
2018120901,545,1302,2558250,-0.329
2018120901,2756,1302,2543509,-0.436
2018123014,2170,1302,2558914,-0.565
2018111105,2700,2307,2506106,1.079
2018100705,3399,2307,2557895,0.803
2018101412,1481,2307,238498,0.135
2018102105,470,2307,2495450,0.02
2018092305,2429,2307,2558266,-0.016
2018120210,3575,2307,1032,-0.134
2018120210,1722,2307,2560961,-0.325
2018102105,2712,2307,2555466,-0.367
2018111900,267,2307,2540169,-0.755
2018121300,4317,2307,2558846,-0.811
2018100705,3883,2307,2543614,-0.82
2018100100,4106,2307,497322,-1.491
2018102100,1071,2354,2559169,1.847
2018112600,2966,2354,2533034,0.72
2018121608,4092,2354,2555295,0.451
2018090903,1947,2354,2555230,0.433
2018121608,4070,2354,2557858,0.21
2018092304,176,2354,2543683,0.055
2018110500,2323,2354,2534436,0.005
2018092304,2454,2354,2559153,-0.017
2018111108,978,2354,238498,-0.103
2018112600,1947,2354,2560951,-0.141
2018111108,1179,2354,2543773,-0.202
2018120211,4298,2354,2560738,-0.3
2018123011,1005,2354,2556396,-0.384
2018120600,1022,2354,2557895,-0.412
2018120600,3357,2354,2543614,-0.43
2018092304,3864,2354,2552471,-0.625
2018111108,2099,2354,238498,-0.662
2018093007,276,2354,2540158,-0.667
2018100703,3380,4365,2543488,1.786
2018102101,201,4365,2506122,1.273
2018102101,496,4365,2560878,0.843
2018100703,1701,4365,2560988,0.218
2018110400,809,4365,2560920,0.109
2018120200,195,4365,2561061,0.108
2018093012,1916,4365,2560920,0.087
2018120200,1935,4365,2559924,0.08
2018112500,2826,4365,2560961,-0.106
2018120905,98,4365,2540258,-0.142
2018110400,3445,4365,2552633,-1.074
2018100400,2153,71251,2560742,3.131
2018102102,898,71251,2550284,0.746
2018102900,2023,71251,79607,0.271
2018112505,2669,71251,2550189,0.24
