"qualifying","position","displayName","nflId_def","routes","eps_tracking_w_penalties","eps_tracking","normalized_avg_max_epa","penalties_and_time_to_throw_normalized_tracking_epa","penalities_count","tracking_penalty_perc","penalties_eps"
1,"CB","K'Waun Williams",2550654,213,-0.241036915645463,0.416266811813099,0.408928911241969,0.411687436116998,1,0.00467289719626168,-0.999253234498204
1,"CB","Troy Hill",2553536,98,-0.275928311194309,0.149553634074666,0.410669439325583,0.412410230641521,1,0.0101010101010101,-0.583007779603458
1,"CB","Nate Hairston",2558108,97,-0.407347288525998,0.77125307559998,0.368416484826314,0.378287041867863,1,0.0102040816326531,-1.33573107489812
1,"SS","Justin Evans",2557945,29,-0.426197999496542,-0.472537113088136,0.50953684983018,0.50953684983018,0,0,0
1,"FS","Vonn Bell",2555530,87,-0.471929423305956,-0.610946764080737,0.455037511530924,0.455037511530924,0,0,0
1,"CB","Kenny Moore II",2558976,335,-0.499687602955367,1.13656310177124,0.39377182414898,0.397883812454506,2,0.00593471810089021,-2.17328370726015
1,"CB","Pierre Desir",2543811,128,-0.500127242049767,-0.704658502040249,0.441279921564118,0.441279921564118,0,0,0
1,"CB","Dre Kirkpatrick",2533060,125,-0.533969962742177,1.12107573350356,0.361464874769096,0.367491258180657,3,0.0234375,-1.85577170098711
1,"FS","Jabrill Peppers",2557980,73,-0.745233470270265,1.04350465601446,0.330784632808455,0.347389154405555,2,0.0266666666666667,-1.90690838539942
1,"CB","Michael Davis",2559164,85,-0.777654000983589,-0.913475540821019,0.464277108769906,0.464277108769906,0,0,0
1,"SS","Damontae Kazee",2558184,23,-0.829737714766062,-0.866489425545602,0.620358311277825,0.620358311277825,0,0,0
1,"CB","Tre Flowers",2560728,148,-1.00134154016178,-0.49346883087216,0.427308439462684,0.426577374685535,2,0.0133333333333333,-0.744957162353051
1,"CB","Avonte Maddox",2560795,89,-1.05877427855034,-1.20098742026247,0.486206483090571,0.486206483090571,0,0,0
1,"FS","Andrew Adams",2556456,33,-1.08021730846556,-1.13294802393186,0.605147196012012,0.605147196012012,0,0,0
1,"DB","Ronnie Harrison",2561008,83,-1.10155621868204,-1.23418195758211,0.472340798268773,0.472340798268773,0,0,0
1,"SS","Kurt Coleman",494261,40,-1.11584798391548,-1.1797640026625,0.550794006221627,0.550794006221627,0,0,0
1,"SS","Landon Collins",2552454,76,-1.11819295707282,-1.23963339269217,0.475685099616579,0.47568509961658,0,0,0
1,"CB","Janoris Jenkins",2532875,155,-1.15949371546601,0.0190555746742371,0.397829520061748,0.401853120161545,2,0.0127388535031847,-1.42736425579162
1,"SS","Rafael Bush",2507817,67,-1.17005569749756,-1.27711502889882,0.508366881255711,0.508366881255711,0,0,0
1,"SS","John Johnson",2558183,50,-1.23038751718359,-1.31028254061737,0.559640453952662,0.559640453952662,0,0,0
1,"FS","Mike Adams",2505708,44,-1.27280112362351,-0.593667824034164,0.460095047481447,0.466551610177597,1,0.0222222222222222,-0.7506403688082
1,"FS","Ron Parker",2530794,47,-1.41386850876401,-1.07792113594042,0.486416236004129,0.484859784440669,1,0.0208333333333333,-0.41170656095805
1,"CB","Torry McTyer",2559053,73,-1.43635632751188,0.947864072858747,0.337998170057507,0.362356442863984,2,0.0266666666666667,-2.5028668006008
1,"FS","Duron Harmon",2541243,14,-1.47840068032545,-0.593313173426364,0.615178388954601,0.634760527151869,1,0.0666666666666667,-0.908910461913623
1,"CB","Marlon Humphrey",2558067,109,-1.52099823000327,1.22197837918714,0.333646990775422,0.350769860298388,3,0.0267857142857143,-2.91870235889846
1,"CB","Damarious Randall",2552389,69,-1.56440541283112,-1.67466054516974,0.528568460136279,0.528568460136279,0,0,0
1,"FS","Reggie Nelson",2507167,26,-1.65658665681256,-1.69813206899812,0.707499392836833,0.707499392836833,0,0,0
1,"FS","Darian Stewart",494307,26,-1.6619497329049,-1.70349514509046,0.714677375773625,0.714677375773625,0,0,0
1,"CB","Brent Grimes",2506861,155,-1.70257496927057,-0.606382956098062,0.434282417916308,0.437316661808111,2,0.0127388535031847,-1.3449411268457
1,"FS","Tre Boston",2543830,52,-1.71423159823817,-1.7973224226093,0.596021879752176,0.596021879752176,0,0,0
1,"CB","Ahkello Witherspoon",2558157,85,-1.74183144148208,0.10187274218933,0.405422320463128,0.418873629540224,2,0.0229885057471264,-1.98110853063364
1,"CB","Morris Claiborne",2533059,168,-1.78790142146916,1.80922856281627,0.348817692526838,0.363188921084759,4,0.0232558139534884,-3.86712208206979
1,"SS","T.J. McDonald",2539309,67,-1.82154365007872,-1.58738895057194,0.546790261076306,0.543775112083702,1,0.0147058823529412,-0.341760129579274
1,"CB","Bashaud Breeland",2543571,67,-1.85198906668244,-0.971476217544675,0.490686283032521,0.483772563400809,3,0.0428571428571429,-0.988098474877733
1,"CB","Leon Hall",2495617,114,-1.85660117238209,-2.03876182581111,0.461496805653134,0.461496805653134,0,0,0
1,"SS","Jahleel Addae",2541958,52,-1.93175819485284,0.635257055092311,0.349630572606437,0.385796571216524,2,0.037037037037037,-2.6522250701576
1,"FS","Anthony Harris",2553655,28,-1.97294797510811,-2.01768918823103,0.743415464798386,0.743415464798386,0,0,0
1,"CB","Levi Wallace",2560914,60,-1.99593012575276,-2.0918041538733,0.51334543339755,0.51334543339755,0,0,0
1,"SS","Eric Reid",2540152,44,-2.01908548464097,-2.0893931052627,0.660394873523112,0.660394873523112,0,0,0
1,"FS","Antone Exum",2543680,35,-2.12019559993512,-2.17612211633876,0.701948206653594,0.701948206653594,0,0,0
1,"SS","Marqui Christian",2556277,50,-2.13998615266645,-2.21988117610023,0.585497216016554,0.585497216016554,0,0,0
1,"FS","Tashaun Gipson",2532848,55,-2.15915817347536,0.61577047521707,0.346765945356583,0.37821492779071,3,0.0517241379310345,-2.8643388172491
1,"FS","Corey Graham",2495613,41,-2.32388396750963,-1.99203747631469,0.654069997017404,0.647973005874018,1,0.0238095238095238,-0.397996368995192
1,"CB","Robert Alford",2539653,129,-2.54380615402675,0.668734597704476,0.375645397791865,0.393020818907682,3,0.0227272727272727,-3.42049178066353
1,"CB","Xavier Rhodes",2540155,84,-2.56117292702166,0.807582302945507,0.347575136660622,0.371598752965369,4,0.0454545454545455,-3.50437878146025
1,"FS","Budda Baker",2558009,154,-2.56283165731236,-2.64596719785895,0.48552390760708,0.483444410861494,1,0.00645161290322581,-0.163201912041198
1,"CB","T.J. Carrie",2550164,216,-2.59501478496503,0.796618518672353,0.389560867016738,0.399470092852691,4,0.0181818181818182,-3.73827315197672
1,"SS","Justin Simmons",2555550,80,-2.64076898497836,-1.29033163340595,0.506966023626021,0.512643088868153,2,0.024390243902439,-1.47945139710688
1,"CB","Byron Jones",2552568,159,-2.74483530031296,0.328134053923877,0.383694077449348,0.39960903170456,2,0.0124223602484472,-3.32969578998795
1,"CB","Jonathan Jones",2556571,179,-2.83678522783667,-1.00482796123309,0.421354036739527,0.428409102440232,2,0.0110497237569061,-2.11967496530678
1,"CB","Captain Munnerlyn",80668,280,-3.0231799389208,-1.86127124101747,0.452532721455564,0.45503464408521,2,0.00709219858156028,-1.61060762447151
1,"CB","Tre'Davious White",2557867,157,-3.07673765939625,3.98481343651969,0.265080045674966,0.300195929935698,6,0.0368098159509202,-7.31436940854901
1,"FS","Jordan Poyer",2539290,53,-3.17036643332633,-3.25505515816614,0.666386567533698,0.666386567533698,0,0,0
1,"CB","Xavien Howard",2555539,142,-3.18458142689754,3.28921522893726,0.2755688407564,0.313932546177056,4,0.0273972602739726,-6.70337635444136
1,"CB","Javien Elliott",2556934,158,-3.22070444155023,-3.47317271560098,0.508704146673959,0.508704146673959,0,0,0
1,"FS","Malik Hooker",2558060,16,-3.39963271655053,-3.42519912404935,1.18694832163184,1.18694832163184,0,0,0
1,"CB","Taron Johnson",2560766,157,-3.593061867451,-1.94219658950796,0.483689237245141,0.489575261044315,2,0.0125786163522013,-1.9032562585589
1,"FS","Tyrann Mathieu",2540180,117,-3.63355752303683,0.215215927807878,0.410218551749539,0.43361207558083,3,0.025,-4.03787851500362
1,"FS","Marcus Williams",2558847,29,-3.80580333947783,-3.06786621056681,0.868521819327956,0.865755473469172,1,0.0333333333333333,-0.785531443564444
1,"CB","Orlando Scandrick",2307,141,-3.86499690968549,4.01274733830441,0.241728433910884,0.285058158870074,7,0.0472972972972973,-8.10489833133634
