"qualifying","position","displayName","nflId_def","targets","completions","interceptions","completion_perc","interception_perc","e_comp_perc","e_int_perc","completions_saved","completions_saved_per_target","interceptions_created","interceptions_created_per_target","expected_epa","actual_epa","epa_pass_arrived_avg","epa_result_avg","eps_saved_ball_skills","eps_saved_ball_skills_per_target","eps_int_returns","ball_skills_penalties","avg_ball_skills_penalties_eps","PB","eps_saved_ball_skills_per_target_w_penalties","eps_saved_ball_skills_w_penalties","hands_on_ball_plays","hands_on_ball_rate"
1,"OLB","Lorenzo Alexander",2506268,5,5,0,1,0,0.88488801,0.002418650688,-0.57555995,-0.11511199,-0.01209325344,-0.11511199,0.508579641848481,-0.355809971232172,0.101715928369696,-0.0711619942464344,0.864389613080653,0.17287792261613,0,0,0,0,0.17287792261613,0.932299987042742,0,0
1,"ILB","C.J. Mosley",2543464,17,16,0,0.941176470588235,0,0.846663021764706,0.0120740278829412,-1.60672863,-0.0945134488235294,-0.20525847401,-0.0945134488235294,7.6163140196214,6.92162705166781,0.448018471742435,0.407154532451047,0.694686967953594,0.0408639392913879,0,0,0,0,0.0408639392913879,0.925582239424698,0,0
1,"FS","Marcus Gilchrist",2495153,13,11,0,0.846153846153846,0,0.792817694615385,0.0183557311530769,-0.693369970000001,-0.0533361515384616,-0.23862450499,-0.0533361515384616,6.01069044203235,5.2771559927561,0.462360803233258,0.405935076365854,0.733534449276251,0.0564257268674039,0,0,0,1,0.0564257268674039,0.910101421577683,1,0.0769230769230769
1,"ILB","Anthony Walker",2558851,17,13,1,0.764705882352941,0.0588235294117647,0.738310754117647,0.0281056758705882,-0.448717179999999,-0.0263951282352941,0.5222035102,-0.0263951282352941,5.40372408081846,4.69680869019125,0.317866122401086,0.276282864128897,0.706915390627207,0.0415832582721886,-1.8276289223098,1,-0.196463376902387,2,0.0283584452069344,0.754929359988342,3,0.166666666666667
1,"DB","Ronnie Harrison",2561008,9,8,0,0.888888888888889,0,0.827982997777778,0.00881274637555556,-0.54815302,-0.0609058911111111,-0.07931471738,-0.0609058911111111,1.52052603312847,0.888059311354334,0.168947337014274,0.0986732568171483,0.632466721774131,0.0702740801971256,0,0,0,1,0.0702740801971256,0.754705394905892,1,0.111111111111111
1,"ILB","Avery Williamson",2543597,24,21,0,0.875,0,0.849603840416667,0.00907524507333333,-0.609507830000002,-0.0253961595833334,-0.21780588176,-0.0253961595833334,10.1329899480378,9.7136329158681,0.422207914501575,0.404734704827838,0.419357032169694,0.0174732096737373,0,0,0,1,0.0174732096737373,0.745326827187724,1,0.0416666666666667
1,"ILB","Demario Davis",2533008,21,21,0,1,0,0.91205465,0.00274207073157143,-1.84685235,-0.0879453499999999,-0.057583485363,-0.0879453499999999,3.58049071824857,3.1251609289722,0.170499558011837,0.148817187093914,0.455329789276372,0.0216823709179225,0,0,0,0,0.0216823709179225,0.740553359917148,0,0
1,"SS","Jordan Richards",2552392,8,7,0,0.875,0,0.83940822125,0.012560316975,-0.28473423,-0.03559177875,-0.1004825358,-0.03559177875,4.80431113248258,4.17445175397072,0.600538891560322,0.52180646924634,0.629859378511859,0.0787324223139824,0,0,0,0,0.0787324223139824,0.738515976851202,0,0
1,"CB","Dre Kirkpatrick",2533060,13,9,0,0.692307692307692,0,0.883445746153846,0.00260104747538462,2.4847947,0.191138053846154,-0.03381361718,0.191138053846154,5.34222039857324,4.49180101894459,0.41094003065948,0.34552315530343,0.850419379628643,0.0654168753560494,0,1,-0.357047710421382,2,0.0352408335148043,0.683520716301112,2,0.142857142857143
1,"CB","Casey Hayward",2532861,6,4,0,0.666666666666667,0,0.62207433,0.041178300285,-0.26755402,-0.0445923366666667,-0.24706980171,-0.0445923366666667,1.1505211007318,0.554832926340566,0.191753516788634,0.0924721543900944,0.595688174391237,0.0992813623985394,0,0,0,2,0.0992813623985394,0.677180623145744,2,0.333333333333333
