"nflId_def","Pos","Player","G","Pass Snaps","%Zone","Zone EPS","Zone EPS Per Game","Zone EPS Per Cover","Zone EPS Closing","Zone EPS Ball Skills","Zone EPS Tackling","Zone EPS Ball Hawk","Zone EPS INT Returns","SOS Zone EPS","SOS Zone EPS Per Game","SOS Zone EPS Per Cover","SOS Zone EPS Closing","SOS Zone EPS Ball Skills","SOS Zone EPS Tackling","Covers","Accurate TAR","C","Targeted C%","INT","Ball Hawk INT","PB","Ball Hawk PB","Hands on Ball % of Targets","Hands on Ball % of Plays","T","FF","Penalties"
2558176,"FS","Eddie Jackson (CHI)",14,577,0.95,36.86,2.63,0.14,2.29,14.57,10.58,3.63,5.79,37.78,2.7,0.15,2.12,15,11.25,260,21,11,0.52,2,3,6,3,0.38,0.05,9.5,1,0
2558184,"SS","Damontae Kazee (ATL)",16,572,0.97,20.42,1.28,0.1,0.97,1.57,0.09,20.45,-2.66,20.69,1.29,0.1,0.92,1.86,0.13,200,5,4,0.8,0,6,1,0,0.2,0.04,3,0,0
2558976,"CB","Kenny Moore II (IND)",15,514,0.55,19.36,1.29,0.08,2.99,8.33,2,8.24,-2.2,18.7,1.25,0.08,2.87,7.61,2.17,249,24,21,0.88,1,2,2,1,0.12,0.02,18,0,0
2556456,"FS","Andrew Adams (TB)",12,216,0.81,16.48,1.37,0.15,3.5,9.05,-1.03,6.62,-1.67,17.29,1.44,0.15,3.43,9.63,-0.73,112,10,6,0.6,2,2,2,0,0.4,0.05,3.5,0,1
2555162,"MLB","Deion Jones (ATL)",6,224,0.79,15.61,2.6,0.13,1.61,-2.11,3.2,8.53,4.39,15.09,2.52,0.13,1.4,-2.35,3.12,119,12,9,0.75,0,2,3,0,0.25,0.04,7,1,0
2555322,"ILB","Darron Lee (NYJ)",12,448,0.79,14.86,1.24,0.06,4.08,4.44,1.98,2.56,1.8,15.1,1.26,0.06,3.92,4.11,2.71,233,22,16,0.73,1,1,0,2,0.05,0.02,8.5,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,0.77,14.7,0.92,0.06,1.4,1.34,1.85,8.59,1.53,13.47,0.84,0.05,0.79,1.11,1.44,267,25,22,0.88,0,2,1,1,0.04,0.01,19.5,0,0
2553655,"FS","Anthony Harris (MIN)",11,299,0.92,13.21,1.2,0.1,1.52,5.82,0.22,5.07,0.58,13.26,1.21,0.1,1.68,5.8,0.13,136,5,2,0.4,0,2,2,1,0.4,0.04,3,0,0
2560916,"CB","Denzel Ward (CLE)",13,500,0.44,13.15,1.01,0.06,0.04,8.59,-0.58,5.33,-0.24,14.59,1.12,0.07,0.29,8.85,0.36,203,27,20,0.74,1,2,1,1,0.07,0.02,15,0,0
2557927,"CB","Desmond King (LAC)",15,473,0.61,13.13,0.88,0.05,4.63,5.98,-2.93,4.8,0.65,14.08,0.94,0.05,4.75,5.23,-1.35,266,27,21,0.78,1,1,5,0,0.22,0.03,21,0,0
496739,"SS","Reshad Jones (MIA)",14,417,0.91,12.32,0.88,0.07,2.45,1.37,0.75,3.14,4.6,12.13,0.87,0.07,1.83,1.2,1.36,186,13,9,0.69,1,1,2,3,0.23,0.04,9,0,0
2532948,"FS","Harrison Smith (MIN)",15,495,0.88,11.69,0.78,0.05,-1.62,4.13,2.06,6.6,0.53,12.02,0.8,0.05,-1.55,4.19,2.24,223,12,10,0.83,0,2,1,1,0.08,0.02,7,0,0
2532966,"MLB","Bobby Wagner (SEA)",14,525,0.81,11.62,0.83,0.04,2.6,4.95,0.2,-2.57,6.44,12.73,0.91,0.04,1.96,5.73,1.17,303,23,17,0.74,1,0,4,2,0.22,0.02,15,0,0
238227,"FS","Mike Mitchell (IND)",8,141,0.96,11.46,1.43,0.13,-0.68,-0.79,10.18,1.7,1.05,11.12,1.39,0.13,-0.69,-1.23,10.29,88,5,5,1,0,1,0,0,0,0.01,8.5,2,0
2553822,"FS","Curtis Riley (NYG)",16,578,0.97,11.32,0.71,0.05,0.59,7.64,0.38,-0.36,3.07,11.88,0.74,0.05,1.06,7.34,0.77,242,11,7,0.64,2,1,1,0,0.27,0.02,7,0,0
2555158,"FS","Kevin Byard (TEN)",16,582,0.87,11.15,0.7,0.04,-0.35,3.18,-1.46,9.15,0.62,9.84,0.61,0.04,-0.48,2.3,-1.76,259,8,6,0.75,0,4,1,2,0.12,0.03,6,0,0
2553796,"CB","Quinton Dunbar (WAS)",7,227,0.37,10.58,1.51,0.15,2.63,5.51,-0.12,2.57,0,13.05,1.86,0.19,2.98,6.82,0.68,70,14,9,0.64,1,1,4,0,0.36,0.09,7.5,0,0
2555539,"CB","Xavien Howard (MIA)",12,430,0.44,10.55,0.88,0.07,-7.07,13.95,-1.36,5.81,-0.77,9.82,0.82,0.06,-7.27,13.33,-1.27,161,9,5,0.56,0,2,1,0,0.11,0.02,6,0,0
2560851,"SS","Justin Reid (HOU)",16,548,0.91,10.37,0.65,0.04,0.1,-1.98,-2.93,9.52,5.66,10.02,0.63,0.04,0.2,-2.84,-2.52,246,15,11,0.73,0,3,4,3,0.27,0.04,9.5,0,0
2530510,"CB","Chris Harris (DEN)",11,397,0.38,10.34,0.94,0.08,-2.24,-0.11,2.03,7.27,3.38,10.68,0.97,0.08,-2.23,0.13,2.13,135,4,3,0.75,0,2,1,0,0.25,0.02,6,0,0
2540143,"LB","Alec Ogletree (NYG)",13,473,0.82,9.85,0.76,0.04,-0.4,-1.97,-4.03,10.9,5.35,9.87,0.76,0.04,-0.81,-2.17,-3.41,220,19,17,0.89,1,3,1,0,0.11,0.02,7.5,0,0
2539233,"SS","Shawn Williams (CIN)",16,537,0.88,9.72,0.61,0.04,1.36,-6.02,-2.73,11.01,6.1,10.54,0.66,0.04,1.58,-6.12,-2.03,266,20,17,0.85,0,4,3,1,0.15,0.03,12,0,0
2533056,"MLB","Luke Kuechly (CAR)",16,546,0.84,9.62,0.6,0.03,4.31,0.19,5.04,-0.02,0.1,10.36,0.65,0.03,4.48,0.81,5,297,23,18,0.78,0,1,3,1,0.13,0.02,13,1,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,0.34,9.08,0.57,0.06,-1.64,7.21,1.87,0.49,1.16,9.34,0.58,0.06,-1.55,6.93,2.32,161,16,13,0.81,1,0,1,2,0.12,0.02,11,0,0
2495108,"CB","Prince Amukamara (CHI)",15,585,0.35,9.07,0.6,0.05,-2.79,8.81,0.99,-0.69,2.75,8.97,0.6,0.05,-2.74,8.56,1.08,170,15,12,0.8,2,1,1,0,0.2,0.02,12,0,0
2557920,"CB","Jourdan Lewis (DAL)",13,136,0.61,8.39,0.65,0.11,4.62,1.09,3.44,-0.83,0.08,8.97,0.69,0.12,4.44,1.38,3.9,77,8,6,0.75,1,0,0,0,0.12,0.01,5,0,0
2532848,"FS","Tashaun Gipson (JAX)",16,549,0.81,8.03,0.5,0.04,6.63,-2.73,0.87,3.62,-0.36,8.91,0.56,0.04,6.45,-1.63,0.83,206,13,10,0.77,0,1,0,3,0,0.02,8.5,0,0
2555329,"OLB","Myles Jack (JAX)",16,553,0.8,8.01,0.5,0.03,3.09,-3.03,4.37,0.16,3.42,8.07,0.5,0.03,2.83,-2.58,4.24,309,16,16,1,0,1,0,0,0,0,14.5,0,0
2533062,"CB","Stephon Gilmore (NE)",16,627,0.3,7.95,0.5,0.05,1.3,3.17,1.82,-0.7,2.36,7.6,0.47,0.05,1.28,2.63,2.03,162,14,9,0.64,0,1,4,0,0.29,0.03,7.5,0,0
2556571,"CB","Jonathan Jones (NE)",16,353,0.52,7.63,0.48,0.05,0.19,5.54,-2.1,2.64,1.37,8.41,0.53,0.05,-0.29,5.63,-0.93,160,16,11,0.69,1,1,3,0,0.25,0.03,12.5,0,0
2556429,"SS","Matthias Farley (IND)",5,101,0.93,7.48,1.5,0.12,1.12,1.6,-0.09,5.59,-0.75,7.84,1.57,0.12,1,2.14,-0.14,64,6,4,0.67,0,1,1,1,0.17,0.05,2.5,0,0
2543874,"FS","Andre Hal (HOU)",8,181,0.9,7.32,0.91,0.1,-0.99,-2.1,-0.04,7.14,3.31,7.67,0.96,0.1,-1.09,-1.64,-0.05,74,3,3,1,0,3,0,1,0,0.05,1,0,0
2558005,"ILB","Jayon Brown (TEN)",16,506,0.84,7.28,0.45,0.03,2.94,2.45,5.06,-3.18,0,6.44,0.4,0.03,2.61,1.78,5.23,240,18,14,0.78,1,0,2,0,0.17,0.01,6.5,1,0
2532961,"ILB","Danny Trevathan (CHI)",16,628,0.79,7.04,0.44,0.02,2.46,1.25,-3.06,6.64,-0.25,6.76,0.42,0.02,1.73,1.19,-2.55,323,19,13,0.68,0,2,2,1,0.11,0.02,7,0,0
2550930,"ILB","Todd Davis (DEN)",15,426,0.82,6.9,0.46,0.03,4.01,-0.7,-1.33,3.94,0.98,9.51,0.63,0.04,4.14,1.36,-0.92,243,24,19,0.79,0,1,3,3,0.12,0.03,11,0,1
2543814,"MLB","Preston Brown (CIN)",7,191,0.81,6.81,0.97,0.06,1.72,0.01,-0.24,5.29,0.03,6.81,0.97,0.06,1.39,0.13,-0.03,119,8,6,0.75,1,1,0,1,0.12,0.03,5.5,0,0
2539237,"CB","D.J. Hayden (JAX)",10,279,0.53,6.74,0.67,0.05,4.25,4.15,0.07,-1.45,-0.28,7.34,0.73,0.05,4.17,4.34,0.56,135,17,14,0.82,1,0,2,0,0.18,0.02,10.5,0,0
2558061,"CB","Marshon Lattimore (NO)",16,569,0.37,6.73,0.42,0.04,0.21,-2.02,4.25,3.04,1.25,8.16,0.51,0.04,0.79,-1.31,4.4,189,16,16,1,0,2,0,1,0,0.02,12,1,0
2552689,"CB","Ronald Darby (PHI)",9,373,0.4,6.33,0.7,0.05,-1.53,4.01,-0.57,4.08,0.34,7.54,0.84,0.06,-0.93,4.51,-0.46,123,13,10,0.77,0,1,2,0,0.15,0.02,7.5,0,0
2555394,"CB","Daryl Worley (OAK)",10,228,0.37,6.21,0.62,0.08,-0.36,1.37,0.77,4.41,0.02,6.92,0.69,0.09,0.06,1.83,0.6,76,9,5,0.56,0,1,2,0,0.22,0.04,5,0,0
2557867,"CB","Tre'Davious White (BUF)",16,526,0.37,6.15,0.38,0.03,1.2,2.37,-1.63,2.89,1.32,7.27,0.45,0.04,1.17,2.79,-0.91,176,14,11,0.79,1,1,0,0,0.07,0.01,4.5,0,1
2540180,"FS","Tyrann Mathieu (HOU)",16,637,0.74,6.07,0.38,0.02,6.2,-1.53,1.07,0.39,-0.04,5.03,0.31,0.02,5.7,-2.22,1.2,277,16,13,0.81,0,1,1,1,0.06,0.01,16,0,0
2556593,"ILB","Cory Littleton (LA)",16,556,0.75,5.99,0.37,0.02,3.97,-4.09,-1.68,5.77,2.02,6.33,0.4,0.02,3.32,-3.99,-0.8,260,28,24,0.86,0,2,2,1,0.07,0.02,17,0,0
2560725,"S","Minkah Fitzpatrick (MIA)",16,507,0.53,5.92,0.37,0.03,2.29,2.89,0.32,-2.76,3.16,5.12,0.32,0.03,2.71,1.39,0.61,199,10,8,0.8,1,0,1,0,0.2,0.01,7,0,0
2552385,"FS","Adrian Amos (CHI)",16,655,0.93,5.83,0.36,0.02,-0.77,3.14,0.81,2.53,0.13,6.05,0.38,0.02,-0.85,3.27,0.97,309,20,15,0.75,0,2,3,1,0.15,0.02,18,0,0
2555166,"MLB","Joe Schobert (CLE)",13,527,0.8,5.76,0.44,0.03,2.75,2,-0.18,2.55,-1.37,5.75,0.44,0.03,2.67,1.93,-0.03,204,8,5,0.62,0,1,0,1,0,0.01,6,0,0
496735,"CB","Kareem Jackson (HOU)",16,593,0.63,5.72,0.36,0.02,-0.51,9.54,3.02,-2.79,-3.54,5.72,0.36,0.02,-0.29,8.96,3.39,284,20,14,0.7,1,0,4,2,0.25,0.02,10,1,0
2561008,"DB","Ronnie Harrison (JAX)",12,167,0.82,5.56,0.46,0.06,0.49,0.75,0.04,3.59,0.68,5.88,0.49,0.07,0.47,1.14,-0.01,90,9,8,0.89,0,1,1,0,0.11,0.02,4,0,0
2550257,"SS","Daniel Sorensen (KC)",7,202,0.8,5.36,0.77,0.07,1.18,1.98,-0.6,-1.51,4.31,5.41,0.77,0.07,1.06,2.1,-0.54,78,7,4,0.57,1,0,1,0,0.29,0.03,2.5,0,0
2558168,"CB","Rasul Douglas (PHI)",12,362,0.46,5.29,0.44,0.04,0.3,-0.15,1.37,4.2,-0.44,6.58,0.55,0.05,0.41,0.89,1.52,124,17,15,0.88,0,1,0,1,0,0.02,17.5,0,0
2540170,"CB","David Amerson (ARI)",6,150,0.47,5.23,0.87,0.09,1.08,3.53,0.37,-0.73,0.98,6.82,1.14,0.11,1.52,4.43,0.62,60,8,5,0.62,1,0,1,0,0.25,0.03,5,0,0
2543850,"SS","Ricardo Allen (ATL)",3,130,0.91,5.17,1.72,0.08,0.03,4.68,0.24,0.03,0.18,5.46,1.82,0.08,-0.01,4.78,0.47,67,6,5,0.83,1,0,0,2,0.17,0.04,7,0,0
2557880,"ILB","Josh Harvey-Clemons (WAS)",14,163,0.81,5.1,0.36,0.06,-0.07,3.08,3.09,-1,0,6.62,0.47,0.08,0.16,4.06,3.41,83,8,7,0.88,0,0,0,0,0,0,6.5,0,0
2556363,"OLB","Kamu Grugier-Hill (PHI)",16,161,0.77,5.05,0.32,0.06,1,-0.51,-0.27,4.26,0.58,5.69,0.36,0.07,0.97,-0.22,0.09,84,6,6,1,0,1,0,1,0,0.02,4.5,0,0
2550613,"CB","Malcolm Butler (TEN)",16,501,0.37,5.01,0.31,0.03,-1.37,-0.17,0.92,2.33,3.3,5.96,0.37,0.04,-0.88,0.77,0.44,150,11,9,0.82,0,1,1,0,0.09,0.01,12.5,0,1
2541243,"FS","Duron Harmon (NE)",16,426,0.97,4.84,0.3,0.03,0.14,-0.42,-1.01,4.51,1.62,5.04,0.32,0.03,0.11,-0.75,-0.44,151,4,4,1,0,3,0,0,0,0.02,4,0,0
2505708,"FS","Mike Adams (CAR)",16,553,0.84,4.82,0.3,0.02,1.37,-0.77,0.42,4.14,-0.35,6.05,0.38,0.03,1.51,-0.33,1.08,216,11,9,0.82,1,2,1,1,0.18,0.02,7,0,0
2541192,"SS","Chris Banjo (NO)",8,37,0.91,4.81,0.6,0.25,0.85,1.4,0.03,1.13,1.4,4.7,0.59,0.25,0.77,1.26,0.13,19,2,1,0.5,1,1,0,0,0.5,0.11,0,0,0
2508080,"FS","Earl Thomas (SEA)",3,100,0.95,4.8,1.6,0.1,1.63,-1.5,0.05,5.19,-0.56,4.73,1.58,0.09,1.7,-1.46,-0.15,50,3,3,1,0,1,0,1,0,0.04,1,0,0
2558163,"OLB","Alex Anzalone (NO)",16,334,0.74,4.77,0.3,0.03,0.05,0.34,-0.22,4.58,0.01,4.45,0.28,0.03,-0.25,0.51,-0.4,159,7,7,1,0,1,0,1,0,0.01,5,0,0
2561107,"LB","Corey Thompson (BUF)",3,29,0.82,4.49,1.5,0.35,0.03,-0.13,4.74,-0.15,0,4.44,1.48,0.34,0,-0.14,4.73,13,1,1,1,0,0,0,0,0,0,2,1,0
2552488,"CB","Marcus Peters (LA)",16,525,0.53,4.39,0.27,0.02,1.62,-0.96,-1.95,3.92,1.77,6.83,0.43,0.03,2.18,0.66,-1.68,232,19,16,0.84,0,2,2,0,0.11,0.02,12,0,0
2552448,"CB","Trae Waynes (MIN)",13,368,0.37,4.35,0.33,0.04,0.17,6.02,-0.6,-1.43,0.19,4.97,0.38,0.04,0.19,6.56,-0.53,112,11,7,0.64,1,0,2,0,0.27,0.03,4,0,0
2556374,"SS","Blake Countess (LA)",8,44,0.98,4.32,0.54,0.21,0.36,0.57,-0.11,2.4,1.1,4.38,0.55,0.21,0.31,0.69,-0.12,21,1,0,0,0,1,1,0,1,0.1,0.5,0,0
2555342,"SS","Karl Joseph (OAK)",12,239,0.85,4.3,0.36,0.04,0.62,0.2,0.24,3.13,0.12,4.34,0.36,0.04,0.64,0.24,0.22,99,3,2,0.67,0,1,0,1,0,0.02,1,0,0
2558094,"ILB","Zach Cunningham (HOU)",14,440,0.76,4.3,0.31,0.02,-0.3,-1.41,-3.42,5.61,3.81,4.54,0.32,0.02,-0.27,-1.37,-3.24,245,20,20,1,0,1,0,2,0,0.01,15,0,0
2557979,"SS","Jamal Adams (NYJ)",16,633,0.8,4.27,0.27,0.01,2.18,3.68,1.84,-3.43,0,4.84,0.3,0.02,2.61,3.91,1.75,314,13,9,0.69,0,0,4,2,0.31,0.02,11.5,0,0
2556278,"FS","Will Parks (DEN)",15,327,0.72,4.26,0.28,0.03,1.53,0.05,-0.03,2.35,0.36,5.52,0.37,0.04,1.46,0.67,0.68,124,5,4,0.8,0,1,1,1,0.2,0.02,4.5,0,0
2555522,"ILB","B.J. Goodson (NYG)",15,232,0.81,4.1,0.27,0.03,1.28,-2.04,1.3,3.55,0,3.84,0.26,0.03,1.37,-2.02,0.94,126,12,10,0.83,0,1,1,0,0.08,0.02,6.5,0,0
2560913,"DB","Tracy Walker (DET)",14,194,0.94,4.05,0.29,0.05,1.41,3.76,0.82,-1.9,-0.05,4.51,0.32,0.06,1.64,3.91,0.9,79,3,1,0.33,1,0,1,0,0.67,0.03,1,0,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,0.48,4.01,0.29,0.02,5.1,-1.81,1.99,-1.16,-0.11,3.94,0.28,0.02,5.41,-2.56,2.36,207,29,26,0.9,1,0,2,1,0.1,0.02,21,0,0
2558182,"SS","Rayshawn Jenkins (LAC)",8,73,0.77,3.8,0.48,0.11,0.72,3.41,0.18,-0.51,0,3.57,0.45,0.1,0.64,3.27,0.16,35,4,2,0.5,0,0,0,0,0,0,2,0,0
2560970,"S","Jessie Bates (CIN)",16,630,0.96,3.78,0.24,0.01,-2.28,3.09,-0.75,1.61,2.12,6.71,0.42,0.02,-2.16,4.5,0.64,315,13,9,0.69,1,2,2,0,0.23,0.02,11.5,0,0
2495613,"FS","Corey Graham (PHI)",13,439,0.9,3.74,0.29,0.02,0.57,-2.92,1.27,4.51,0.32,3.75,0.29,0.02,0.35,-2.78,1.36,191,12,10,0.83,0,1,2,1,0.17,0.02,6.5,0,0
2553710,"SS","Deshazor Everett (WAS)",11,51,0.78,3.73,0.34,0.19,-0.09,-0.66,0.53,3.7,0.26,3.75,0.34,0.19,-0.09,-0.67,0.56,20,1,1,1,0,1,0,0,0,0.05,1,0,0
2553637,"CB","Justin Coleman (SEA)",15,444,0.56,3.73,0.25,0.02,0.93,3.09,0.3,-0.58,0,4.28,0.29,0.02,0.69,3.39,0.77,232,14,10,0.71,0,0,3,1,0.21,0.02,9,1,0
2556445,"CB","Brian Poole (ATL)",16,531,0.59,3.72,0.23,0.01,2.37,2.8,-3.75,0.84,1.46,3.82,0.24,0.01,2.53,2.24,-3.25,267,19,15,0.79,2,1,1,1,0.16,0.02,11.5,0,0
2539982,"OLB","A.J. Klein (NO)",16,381,0.8,3.66,0.23,0.02,0.52,0.15,0.08,2.95,-0.05,3.81,0.24,0.02,0.38,0.32,0.21,176,9,8,0.89,0,1,1,0,0.11,0.01,6.5,0,0
