"nflId_def","Pos","Player","G","Pass Snaps","%Zone","Zone EPS","Zone EPS Per Game","Zone EPS Per Cover","Zone EPS Closing","Zone EPS Ball Skills","Zone EPS Tackling","Zone EPS Ball Hawk","Zone EPS INT Returns","SOS Zone EPS","SOS Zone EPS Per Game","SOS Zone EPS Per Cover","SOS Zone EPS Closing","SOS Zone EPS Ball Skills","SOS Zone EPS Tackling","Covers","Accurate TAR","C","Targeted C%","INT","Ball Hawk INT","PB","Ball Hawk PB","Hands on Ball % of Targets","Hands on Ball % of Plays","T","FF","Penalties"
2555173,"FS","Eric Murray (KC)",14,404,0.9,-7.04,-0.5,-0.04,-4.05,1.41,-0.68,-3.72,0,-7.68,-0.55,-0.05,-3.96,0.36,-0.36,160,10,8,0.8,0,0,1,0,0.1,0.01,7,0,0
2506861,"CB","Brent Grimes (TB)",13,427,0.42,-7.14,-0.55,-0.05,0.24,-2.71,-4.09,-0.58,0,-6.66,-0.51,-0.04,0.68,-2.78,-3.98,158,8,6,0.75,0,0,1,1,0.12,0.01,6,0,1
2555528,"OLB","Nick Vigil (CIN)",11,406,0.71,-7.19,-0.65,-0.04,-0.46,0.08,-5.22,-1.59,0,-8.08,-0.73,-0.04,-0.7,-0.45,-5.34,197,13,12,0.92,0,0,0,1,0,0.01,11,0,0
2555349,"CB","Kendall Fuller (KC)",14,622,0.48,-7.37,-0.53,-0.03,0.45,-4.9,-1.31,-1.62,0,-6.47,-0.46,-0.02,0.62,-4.93,-0.53,279,19,15,0.79,0,0,2,2,0.11,0.01,11.5,0,0
2539334,"CB","Desmond Trufant (ATL)",16,627,0.39,-7.43,-0.46,-0.04,-0.72,-1.74,-2.47,-2.5,0,-6.79,-0.42,-0.03,-0.26,-1.21,-2.83,207,13,13,1,0,0,0,0,0,0,10,0,0
2555175,"CB","James Bradberry (CAR)",16,578,0.42,-7.6,-0.48,-0.04,0.85,-2.04,-5.15,-1.26,0,-5.72,-0.36,-0.03,1.72,-0.99,-5.19,216,20,17,0.85,0,0,2,1,0.1,0.01,11.5,0,0
2560877,"LB","Roquan Smith (CHI)",16,567,0.73,-7.85,-0.49,-0.02,0.2,-1.23,-3.06,-3.76,0,-7.59,-0.47,-0.02,-0.24,-1.63,-1.95,315,30,26,0.87,0,0,2,0,0.07,0.01,18,0,0
2560917,"LB","Fred Warner (SF)",15,549,0.82,-7.86,-0.52,-0.02,-2.29,2.95,-6.45,-2.07,0,-7.86,-0.52,-0.02,-2.48,3.23,-6.55,329,25,18,0.72,0,0,4,1,0.16,0.02,7,0,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,0.77,-8.02,-0.5,-0.03,0.63,-2.89,-7.09,1.75,-0.43,-6.75,-0.42,-0.02,0.34,-2.13,-6.29,293,18,18,1,0,1,0,1,0,0.01,6,0,0
2543711,"OLB","Telvin Smith (JAX)",16,551,0.83,-8.21,-0.51,-0.03,-0.72,-1.11,-2.35,-4.03,0,-8.64,-0.54,-0.03,-1.56,-1.02,-2.04,318,22,20,0.91,0,0,0,0,0,0,0,0,0
71441,"FS","Glover Quin (DET)",16,460,0.91,-8.22,-0.51,-0.04,-1,-2.38,-1.85,-2.99,0,-8.06,-0.5,-0.04,-0.97,-2.54,-1.56,196,8,7,0.88,0,0,1,2,0.12,0.02,5,0,0
2555386,"SS","Sean Davis (PIT)",15,589,0.98,-8.37,-0.56,-0.03,3.92,-4.78,-3.12,-4.39,0,-6.73,-0.45,-0.03,4.18,-3.82,-2.69,253,14,10,0.71,0,0,3,3,0.21,0.02,6,0,0
2560966,"LB","Jerome Baker (MIA)",16,373,0.76,-8.44,-0.53,-0.04,1.32,-1.35,-6.86,-1.56,0,-8.32,-0.52,-0.04,1.27,-1.16,-6.88,205,21,19,0.9,0,0,0,1,0,0,9.5,0,0
2560755,"CB","Josh Jackson (GB)",16,434,0.4,-8.51,-0.53,-0.06,-2.11,-1.87,-2.79,-1.74,0,-8.2,-0.51,-0.06,-2.25,-1.55,-2.64,141,11,9,0.82,0,0,2,0,0.18,0.01,7.5,0,0
2560759,"DB","Natrell Jamerson (GB/HOU)",4,54,0.56,-8.6,-2.15,-0.31,-2.63,2.82,-8.48,-0.31,0,-8.76,-2.19,-0.31,-2.61,2.64,-8.47,28,2,2,1,0,0,0,0,0,0,2,0,0
2555161,"ILB","Blake Martinez (GB)",16,580,0.88,-8.9,-0.56,-0.03,2.09,-2.06,-4.88,-4.04,0,-7.42,-0.46,-0.03,1.58,-1.17,-3.79,281,27,25,0.93,0,0,0,0,0,0,20,0,0
2507167,"FS","Reggie Nelson (OAK)",11,210,0.9,-9.21,-0.84,-0.09,0.01,-4.36,-3.02,-1.83,-0.01,-7.17,-0.65,-0.07,0.13,-3.15,-2.32,100,10,8,0.8,1,0,0,0,0.1,0.01,4,0,0
2539243,"SS","Bradley McDougald (SEA)",15,503,0.79,-9.33,-0.62,-0.04,2.25,-5.39,-2.18,-4.01,0,-6.64,-0.44,-0.03,1.77,-4.42,0.02,257,25,24,0.96,0,0,1,0,0.04,0,19,0,1
2539932,"CB","Jamar Taylor (ARI/DEN)",11,161,0.45,-9.54,-0.87,-0.15,-1.69,-6.51,-0.57,-0.76,0,-6.9,-0.63,-0.11,-1.24,-4.82,-0.07,64,13,11,0.85,0,0,0,1,0,0.02,2.5,0,0
2553500,"CB","Bryce Callahan (CHI)",13,454,0.39,-9.74,-0.75,-0.06,0.99,-1.7,-7.22,-1.81,0,-9.16,-0.7,-0.06,1.05,-1.51,-6.89,162,11,10,0.91,0,0,1,0,0.09,0.01,6,0,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,0.86,-10.23,-0.73,-0.04,-3.15,-4.43,0.91,-3.57,0,-9.12,-0.65,-0.03,-3.03,-3.57,1.04,268,26,24,0.92,0,0,0,0,0,0,12,0,0
2495775,"FS","Eric Weddle (BAL)",16,630,0.95,-10.3,-0.64,-0.04,-0.32,-2.97,-1.43,-5.58,0,-8.24,-0.51,-0.03,0.05,-2.11,-0.6,249,16,13,0.81,0,0,3,0,0.19,0.01,9,0,0
2506789,"CB","Tramon Williams (GB)",16,589,0.68,-10.4,-0.65,-0.05,0.47,-4.17,-2.53,-4.17,0,-9.68,-0.61,-0.04,0.73,-3.74,-2.51,221,15,13,0.87,0,0,1,0,0.07,0,10,0,1
2557840,"CB","Chidobe Awuzie (DAL)",15,519,0.35,-10.64,-0.71,-0.06,-0.47,-8.77,0.54,-1.94,0,-8.38,-0.56,-0.05,0.34,-7.7,0.92,165,15,13,0.87,0,0,2,0,0.13,0.01,10.5,0,0
2561527,"CB","Mike Ford (DET)",7,212,0.39,-10.99,-1.57,-0.16,-0.35,-5.71,-4.06,-0.87,0,-9.52,-1.36,-0.14,-0.28,-4.93,-3.43,70,6,6,1,0,0,0,0,0,0,4,0,0
1037374,"CB","Sam Shields (LA)",14,249,0.38,-11.2,-0.8,-0.13,-1.95,-3.05,-6.29,0.09,0,-9.14,-0.65,-0.11,-1.66,-2.64,-4.94,83,11,10,0.91,0,0,0,1,0,0.01,6,0,0
2556480,"SS","Kentrell Brice (GB)",14,361,0.88,-12.15,-0.87,-0.07,-0.74,-1.94,-6.15,-3.31,0,-11.66,-0.83,-0.07,-0.58,-2.06,-5.71,170,9,7,0.78,0,0,1,0,0.11,0.01,5.5,0,0
2558070,"LB","Raekwon McMillan (MIA)",16,360,0.86,-13.96,-0.87,-0.06,-1.07,-5.34,-4.65,-2.9,0,-12.73,-0.8,-0.06,-0.86,-5.17,-3.79,224,19,19,1,0,0,0,0,0,0,9,0,0
2558259,"CB","Shaquill Griffin (SEA)",15,532,0.33,-13.96,-0.93,-0.09,-2.17,-6.91,-3.02,-1.86,0,-11.26,-0.75,-0.07,-2.14,-5.04,-2.22,157,14,12,0.86,0,0,1,0,0.07,0.01,9,0,1
