"gameId","playId","nflId_def","targetNflId","eps_ball_skills"
2018112600,76,2495872,2557848,-0.533
2018122310,942,2495872,2533039,-0.637
2018102104,3475,2495872,2559153,-0.812
2018112600,2870,2495872,2557848,-0.886
2018093004,1058,2495872,2532865,-0.919
2018112600,656,2495872,2557848,-1.137
2018120904,3954,2495872,2532865,-1.35
2018091607,3051,2495872,2555317,-2.092
2018093004,3008,2495872,2532865,-2.627
2018092302,1154,2499257,2540148,-0.113
2018092302,1469,2499257,2552559,-0.164
2018092302,2582,2499257,2540148,-1.432
2018102809,3027,2499278,497238,0.021
2018112507,1015,2499278,2558105,-0.212
2018112507,1550,2499278,2543468,-0.31
2018120213,946,2499278,2552430,-2.436
2018100703,2229,2505660,2557986,3.16
2018110402,2526,2505708,2557856,0.638
2018122304,1556,2505708,2555415,0.01
2018091600,1780,2505708,2557034,-0.128
2018122304,588,2505708,2533040,-0.195
2018102801,2947,2505708,2550256,-0.258
2018102108,854,2505708,2540158,-0.266
2018110402,851,2505708,2557856,-0.344
2018092302,3125,2505708,2552586,-0.359
2018101408,714,2505708,2543491,-0.454
2018110402,3138,2505708,2557856,-0.698
2018100701,2201,2505708,2543496,-0.772
2018122304,3386,2505708,2533040,-0.787
2018110800,1123,2505708,2508061,-0.943
2018102108,1152,2505708,2540158,-1.148
2018122308,3108,2506268,238498,0.03
2018122308,1448,2506268,2543773,-0.063
2018122308,755,2506268,238498,-0.067
2018090900,901,2506268,2552468,-0.098
2018122308,171,2506268,238498,-0.331
2018100100,2335,2506345,2555478,2.119
2018100100,3184,2506345,2540258,-0.021
2018100100,2949,2506345,2556214,-0.16
2018091611,2204,2506345,2552487,-0.387
2018101408,2367,2506352,2540160,2.213
2018110800,2829,2506352,2560862,1.983
2018101408,452,2506352,2540160,1.834
2018122304,4013,2506352,2533040,0.261
2018110402,3712,2506352,2495471,0.159
2018111803,3694,2506352,2543646,0.102
2018121700,2536,2506352,2558019,0.095
2018102801,3884,2506352,2561324,0.072
2018121700,3027,2506352,2558019,0.047
2018112502,1528,2506352,2558865,0.025
2018101408,1638,2506352,2540160,-0.032
2018120209,1656,2506352,2550656,-0.079
2018102108,593,2506352,2560995,-0.183
2018110800,2116,2506352,2557960,-0.241
2018120209,1045,2506352,2553895,-0.317
2018122304,1609,2506352,2533040,-0.399
2018111803,923,2506352,2558052,-0.508
2018102108,2286,2506352,2560995,-0.568
2018120902,1585,2506352,2557986,-0.92
2018111803,3275,2506352,2540020,-1.965
2018092306,883,2506353,2560994,0.283
2018092309,350,2506789,2555343,1.333
2018093003,1288,2506789,2495453,1.02
2018101500,1604,2506789,2539964,0.874
2018120203,2691,2506789,2506106,0.821
2018122309,671,2506789,2561137,0.702
2018112510,2609,2506789,2552608,0.015
2018091602,450,2506789,2552608,-0.039
2018091602,3884,2506789,2541785,-0.128
2018091602,4474,2506789,2552608,-0.184
2018112510,1435,2506789,2552608,-0.217
2018090912,3781,2506789,2543509,-0.295
2018092309,1578,2506789,2552415,-1.848
2018110402,620,2506861,2558066,1.964
2018101400,3167,2506861,2495454,1.253
2018102109,789,2506861,2557986,1.223
2018123010,1739,2506861,2552418,1.033
2018123010,257,2506861,2557034,1.013
2018101400,2839,2506861,2552418,0.922
2018102109,1449,2506861,2561054,0.066
2018092400,2078,2506861,2508061,-0.102
2018093001,780,2506861,2543509,-0.105
2018121601,1966,2506861,2543847,-0.12
2018101400,821,2506861,2495454,-0.165
2018122306,3658,2506861,2535698,-0.177
2018123010,226,2506861,2560854,-0.184
2018111107,653,2506861,2540160,-0.218
2018110402,2782,2506861,2560813,-0.281
2018120907,337,2506861,2556370,-0.317
2018101400,325,2506861,2560854,-0.322
2018123010,312,2506861,2495454,-0.361
2018102803,1243,2506861,2495450,-0.416
2018123010,4205,2506861,2495454,-0.44
2018122306,2618,2506861,2560735,-0.555
2018101400,755,2506861,2495454,-0.583
2018101400,3721,2506861,2495454,-0.89
2018122306,3039,2506861,2560735,-1.108
2018120907,1141,2506861,2556370,-1.156
2018110402,1594,2506861,2552458,-1.789
2018092400,1465,2506861,2558149,-1.804
2018101400,1282,2506861,2495454,-1.918
2018122306,351,2506861,2560735,-2.793
2018092400,836,2506861,2558149,-3.493
2018091611,773,2507167,2557859,1.5
2018092306,714,2507167,2540202,-0.036
2018091611,2542,2507167,497322,-0.786
2018092307,2055,2507644,2552608,-0.135
2018090900,2732,2507817,2550256,0.527
2018111106,2521,2507817,2532887,0.223
2018092307,3235,2507817,2541785,-0.013
2018092307,3259,2507817,2541785,-0.072
2018123001,1801,2507817,2649,-0.081
2018120206,3362,2507817,2540202,-0.218
2018093003,3185,2507817,2495187,-0.256
2018121602,410,2507817,2558052,-0.381
2018091601,2981,2507817,2540154,-0.419
2018120900,3171,2507817,2543828,-0.655
2018093003,571,2507817,497236,-0.713
2018122308,2702,2507817,238498,-0.912
2018092301,98,2507917,2543847,2.291
2018102805,3377,2507917,2540258,1.51
2018101800,1324,2507917,2560781,1.295
2018121501,1575,2507917,2552597,1.213
2018101409,2218,2507917,2540169,0.976
2018091611,2788,2507917,1032,0.4
2018101409,154,2507917,2543498,0.206
2018091611,2943,2507917,2552487,0.09
2018102805,3549,2507917,2556214,0.076
2018121501,2533,2507917,2560988,-0.04
2018110407,2676,2507917,2540165,-0.074
