"position","displayName","nflId_def","route","routes","eps_tracking","eps_tracking_per_play","normalized_avg_max_epa"
"CB","Aqib Talib",1302,"GO",34,0.926511951886838,0.0272503515260835,0.0426497236553467
"CB","Coty Sensabaugh",2532946,"GO",99,0.921392596554176,0.00930699592478966,0.0902464780853817
"CB","William Jackson",2556367,"SLANT",32,0.918764162694137,0.0287113800841918,0.0437407523371911
"CB","Carlton Davis",2561039,"HITCH",27,0.906523281388893,0.0335749363477368,-0.00283081861410634
"CB","Carlton Davis",2561039,"SLANT",13,0.901286098941832,0.0693296999186025,-0.134314547999009
"CB","Stephon Gilmore",2533062,"HITCH",35,0.897946362525831,0.0256556103578809,0.0316791348749143
"OLB","Alex Anzalone",2558163,"OUT",4,0.889569129795027,0.222392282448757,-0.508320898468982
"CB","Eli Apple",2555277,"SLANT",21,0.886247982115504,0.042202284862643,-0.0202757255029923
"CB","Prince Amukamara",2495108,"HITCH",51,0.879500566475909,0.0172451091465864,0.0868499640953281
"CB","Dre Kirkpatrick",2533060,"IN",23,0.879288371367263,0.038229929189881,0.00804770034374171
"CB","Jimmy Smith",2508107,"HITCH",20,0.865961473129321,0.0432980736564661,-0.0251905519152006
"CB","Marshon Lattimore",2558061,"SLANT",25,0.862574836135445,0.0345029934454178,0.0298503579420672
"CB","Casey Hayward",2532861,"GO",135,0.852753052739098,0.00631668927954887,0.120415033397045
"CB","T.J. Carrie",2550164,"SLANT",20,0.842125700576684,0.0421062850288342,-0.00753451911824988
"CB","Steven Nelson",2552265,"SLANT",33,0.838265961081962,0.0254019988206655,0.0322565363600305
"CB","Marcus Williams",2550605,"GO",2,0.835823069522453,0.417911534761227,-1.10190114779658
"CB","Jalen Ramsey",2555280,"GO",104,0.819708915605413,0.00788181649620589,0.111309269682022
"CB","Kevin King",2557996,"SLANT",11,0.813223498180972,0.0739294089255429,-0.151041389315478
"DB","Sean Chandler",2561017,"POST",4,0.808213400517144,0.202053350129286,-0.324782734995367
"ILB","Danny Trevathan",2532961,"FLAT",15,0.80441002787033,0.0536273351913554,-0.0921129127522501
"CB","Trumaine Johnson",2532877,"SLANT",16,0.800574496912091,0.0500359060570057,-0.0285150227578143
"CB","Holton Hill",2560741,"GO",43,0.796501027290758,0.0185232797044362,0.0720199609654508
"CB","Phillip Gaines",2543851,"GO",44,0.792558630232851,0.0180126961416557,0.0594102223624206
"LB","Dorian O'Daniel",2560827,"FLAT",15,0.790755227118196,0.0527170151412131,-0.0778629312983382
"CB","Janoris Jenkins",2532875,"GO",110,0.784768284376852,0.00713425713069866,0.111392500382252
"CB","Dre Kirkpatrick",2533060,"HITCH",36,0.782622975339795,0.0217395270927721,0.0584853188757936
"CB","Tavon Young",2555378,"GO",36,0.780588325072918,0.0216830090298033,0.0444823009652584
"CB","Josh Jackson",2560755,"HITCH",31,0.779913485025126,0.0251584995169396,0.0223521884650648
"CB","Teez Tabor",2557955,"HITCH",5,0.77802742233136,0.155605484466272,-0.401599840903337
"FS","Jabrill Peppers",2557980,"GO",16,0.770362766839082,0.0481476729274426,-0.0397906998457779
"CB","James Bradberry",2555175,"SLANT",34,0.75967196046621,0.0223432929548885,0.0603722283803992
"CB","Tavon Young",2555378,"OUT",17,0.753765278931982,0.0443391340548224,-0.0318092317106479
"CB","Jamal Agnew",2558821,"POST",2,0.738716646695145,0.369358323347572,-0.813387772576669
"ILB","Nicholas Morrow",2559054,"POST",3,0.736985736863061,0.245661912287687,-0.277749450232644
"FS","Will Parks",2556278,"HITCH",14,0.73683666515579,0.0526311903682707,-0.063721129448145
"CB","Jonathan Jones",2556571,"GO",37,0.732408302981602,0.0197948189995028,0.0505591236797537
"CB","Ahkello Witherspoon",2558157,"HITCH",30,0.730292745873536,0.0243430915291179,0.0494916989204066
"CB","Orlando Scandrick",2307,"SLANT",21,0.728970536011985,0.0347128826672374,0.0026770702197724
"CB","B.W. Webb",2539338,"SLANT",21,0.727671351674857,0.0346510167464218,0.00982287218393551
"MLB","Jarrad Davis",2557855,"OUT",7,0.72746789660102,0.103923985228717,-0.177017908185088
"DB","J.C. Jackson",2560754,"SLANT",11,0.723643701248444,0.0657857910225858,-0.123175291636296
"CB","Bene' Benwikere",2543855,"GO",38,0.723202842435632,0.0190316537483061,0.117024482286742
"CB","Joe Haden",496733,"SCREEN",4,0.718166143821955,0.179541535955489,-0.520427920239408
"CB","Cameron Sutton",2558849,"IN",5,0.713904611075247,0.142780922215049,-0.220753765880543
"CB","Fabian Moreau",2558136,"IN",23,0.712497241342016,0.0309781409279138,0.0211684409667144
"SS","Jayron Kearse",2555156,"GO",11,0.711566417763006,0.0646878561602733,-0.0487418132324318
"FS","Tashaun Gipson",2532848,"GO",18,0.706495825646056,0.0392497680914476,0.000388489315098286
"CB","Isaiah Oliver",2560830,"HITCH",8,0.705821058554445,0.0882276323193056,-0.183254802082103
"CB","Cameron Sutton",2558849,"FLAT",11,0.695687003006495,0.0632442730005905,-0.126244024859249
"ILB","Darron Lee",2555322,"HITCH",6,0.687556190132523,0.11459269835542,-0.303711390475919
"CB","Cre'von LeBlanc",2556587,"FLAT",11,0.683549316954332,0.0621408469958484,-0.109051776709332
"ILB","Vince Williams",2540221,"GO",14,0.683073803601205,0.0487909859715146,-0.0584728199981446
"CB","Rashaan Melvin",2541200,"IN",20,0.681532151080426,0.0340766075540213,0.0140826192389862
"FS","Corey Graham",2495613,"SLANT",1,0.680833657790083,0.680833657790083,-1.71165771404055
"S","Minkah Fitzpatrick",2560725,"GO",68,0.680484787385873,0.0100071292262628,0.104193003047116
"CB","Tramaine Brock",2507917,"GO",38,0.678835658399856,0.0178640962736804,0.0669507037435536
"SS","Justin Simmons",2555550,"GO",24,0.670432284846849,0.0279346785352854,0.0265026083658605
"CB","Tre Herndon",2561340,"SLANT",4,0.664778045970856,0.166194511492714,-0.468631058358241
"CB","Denzel Ward",2560916,"SLANT",20,0.662613265250815,0.0331306632625408,0.0121585466757556
"SS","Michael Thomas",2535687,"OUT",9,0.659265342169056,0.0732517046854507,-0.166116657924316
"SS","Patrick Chung",71251,"FLAT",18,0.655629619500462,0.0364238677500257,0.00136815183669769
"DB","Greg Stroman",2560886,"HITCH",22,0.649290336878089,0.0295131971308222,0.0486084587769581
"CB","Charvarius Ward",2561417,"HITCH",8,0.646085532146911,0.0807606915183639,-0.184068453774648
"CB","Darius Slay",2540288,"HITCH",30,0.643572320917966,0.0214524106972655,0.0376062811817444
"CB","Michael Davis",2559164,"GO",62,0.641435005864561,0.0103457259010413,0.0914128094589862
"CB","Marlon Humphrey",2558067,"OUT",15,0.632248915836331,0.042149927722422,-0.0286281256081598
"CB","Darius Phillips",2560839,"SLANT",6,0.624922179148046,0.104153696524674,-0.256316003462669
"DB","Sean Chandler",2561017,"FLAT",3,0.621726928100291,0.207242309366764,-0.578122937934016
"CB","Shareece Wright",2495251,"GO",75,0.620506055989643,0.00827341407986191,0.105819850591856
"CB","Marshon Lattimore",2558061,"OUT",26,0.614553905256112,0.0236366886636966,0.0856271346668249
"CB","Jaire Alexander",2560952,"HITCH",25,0.610861026531003,0.0244344410612401,0.0539183950426061
"CB","DeShawn Shead",2535609,"OUT",11,0.608743687661478,0.0553403352419526,-0.0883238254847964
"CB","Marshon Lattimore",2558061,"FLAT",6,0.604730540624359,0.100788423437393,0.168039420713575
"CB","Sam Shields",1037374,"HITCH",19,0.599913548122575,0.0315743972696092,0.0146294545171704
"CB","Quenton Meeks",2560808,"SLANT",7,0.596942141943219,0.0852774488490314,-0.19192968891205
"CB","Mackensie Alexander",2555177,"OUT",19,0.596274981845313,0.0313828937813323,0.0408974121168491
"CB","Tramaine Brock",2507917,"HITCH",13,0.595759736897932,0.0458276720690717,-0.0421784095692597
"ILB","Zach Cunningham",2558094,"GO",18,0.590726799274768,0.0328181555152649,0.0795816962781512
"DB","Isaac Yiadom",2560946,"SLANT",12,0.586405227794175,0.0488671023161813,-0.0554905276298
"FS","Tashaun Gipson",2532848,"SLANT",6,0.586191922312678,0.0976986537187796,-0.20719608010769
"CB","Logan Ryan",2540162,"HITCH",23,0.585159360821543,0.0254417113400671,0.0324868792167383
"CB","Steven Nelson",2552265,"HITCH",39,0.584081855467097,0.0149764578324897,0.120228616291599
"CB","Brandon Facyson",2560719,"GO",3,0.583448717865891,0.194482905955297,-0.462917431312388
"CB","Denzel Ward",2560916,"IN",30,0.578031503382752,0.0192677167794251,0.0789331145584531
"FS","Kevin Byard",2555158,"CROSS",15,0.573807207207339,0.0382538138138226,0.0401248044051036
"CB","Darius Phillips",2560839,"IN",2,0.569918885459054,0.284959442729527,-0.762638171709557
"CB","DeShawn Shead",2535609,"CORNER",8,0.568301975799545,0.0710377469749432,-0.123723464522673
"CB","Quinton Dunbar",2553796,"HITCH",23,0.567975114865138,0.0246945702115278,0.0368111413051956
"CB","Josh Norman",2532920,"SLANT",32,0.54992949776973,0.0171852968053041,0.0895161500827599
"CB","Cre'von LeBlanc",2556587,"GO",18,0.538301184230105,0.0299056213461169,0.0443296293620918
"CB","Joe Haden",496733,"SLANT",23,0.537563977339504,0.023372346840848,0.0387311399229448
"CB","Nevin Lawson",2543872,"HITCH",39,0.529986450547382,0.0135893961678816,0.0919351454233671
"CB","Cre'von LeBlanc",2556587,"CORNER",7,0.518037326327988,0.0740053323325697,-0.148556747745652
"SS","Daniel Sorensen",2550257,"POST",1,0.515490068509785,0.515490068509785,-1.27706644416319
"FS","Tyrann Mathieu",2540180,"POST",21,0.513451826413044,0.0244500869720497,0.14293679608756
"CB","Cre'von LeBlanc",2556587,"OUT",26,0.512160825432241,0.0196984932858554,0.040904890672447
"SS","Malcolm Jenkins",79848,"SLANT",5,0.503841422562113,0.100768284512423,-0.187024741341529
"CB","Fabian Moreau",2558136,"GO",60,0.502307402843982,0.0083717900473997,0.107569288363886
"CB","Josh Norman",2532920,"HITCH",40,0.501589516298827,0.0125397379074707,0.0858534470259422
"CB","Stephon Gilmore",2533062,"FLAT",4,0.499589746540475,0.124897436635119,-0.341642828147644
"CB","Anthony Brown",2555531,"GO",54,0.496726556614489,0.00919863993730536,0.107077016076858
"CB","Fabian Moreau",2558136,"HITCH",20,0.492129920390708,0.0246064960195354,0.0908337544421607
"CB","Dexter McDougle",2543608,"OUT",8,0.490870806530127,0.0613588508162659,-0.0039872044108143
"CB","Eric Rowe",2552255,"IN",8,0.482996777757416,0.060374597219677,-0.0969138996028977
"CB","Marshon Lattimore",2558061,"SCREEN",2,0.478278981551422,0.239139490775711,-0.696149191695118
"SS","Michael Thomas",2535687,"GO",14,0.471004178714746,0.0336431556224819,0.0326303312925111
"CB","Akeem King",2553456,"SLANT",3,0.469649505154283,0.156549835051428,-0.45572109743666
"CB","Gareon Conley",2558062,"IN",17,0.469305721030226,0.0276062188841309,0.0434459415609635
"CB","P.J. Williams",2552484,"POST",28,0.468922286970237,0.0167472245346513,0.109358709854148
"CB","Kevin King",2557996,"IN",10,0.46837847547674,0.046837847547674,-0.0491240061999811
"OLB","Eric Wilson",2559012,"FLAT",6,0.466278500439779,0.0777130834066299,-0.0948552652201443
"FS","Glover Quin",71441,"GO",5,0.465538432502999,0.0931076865005998,-0.228928880207272
"CB","Ronald Darby",2552689,"CROSS",6,0.46341727018668,0.07723621169778,-0.107282920664096
"CB","Darius Slay",2540288,"IN",25,0.463407791745061,0.0185363116698024,0.0664090332466298
"CB","DeShawn Shead",2535609,"FLAT",8,0.462857371245683,0.0578571714057104,-0.109231965760058
"DB","Marcus Allen",2560956,"GO",4,0.462650726746976,0.115662681686744,-0.315948105048909
"CB","Xavier Rhodes",2540155,"SLANT",16,0.45698583619254,0.0285616147620337,0.0308751102344594
"DB","Anthony Levine",2508004,"CROSS",4,0.456772605591091,0.114193151397773,-0.105548758637238
"CB","Jaire Alexander",2560952,"SLANT",25,0.456182521305023,0.0182473008522009,0.0544425054785824
"CB","Byron Jones",2552568,"HITCH",35,0.453699887579637,0.0129628539308468,0.0920122857177861
"CB","Xavien Howard",2555539,"GO",86,0.451593917378295,0.00525109206253832,0.119791804055635
"DB","Tarvarius Moore",2561117,"GO",15,0.447266384032963,0.0298177589355308,0.0242283825763257
"CB","Trevor Williams",2556828,"SLANT",5,0.447022368897186,0.0894044737794373,-0.207026876472409
"OLB","Nick Vigil",2555528,"GO",13,0.443520434966249,0.0341169565358653,0.00984459403331242
"CB","Orlando Scandrick",2307,"HITCH",20,0.442820504854266,0.0221410252427133,0.0580131283414484
"FS","Montae Nicholson",2558133,"GO",7,0.442215995030514,0.0631737135757877,-0.0824984233200821
"ILB","Terrance Smith",2556775,"CROSS",2,0.439178406017785,0.219589203008892,-0.385384836093443
"CB","Daryl Worley",2555394,"GO",44,0.439132863705749,0.00998029235694884,0.097871985899161
"CB","Tony Brown",2560982,"OUT",9,0.437858434761086,0.0486509371956762,-0.0327505891274563
"SS","Morgan Burnett",496727,"CORNER",2,0.432996471321513,0.216498235660757,-0.529026008487014
"ILB","Nicholas Morrow",2559054,"GO",2,0.432914069574831,0.216457034787416,-0.520120417261931
"SS","Daniel Sorensen",2550257,"IN",7,0.432558499875959,0.0617940714108513,-0.0945951656744016
"SS","Patrick Chung",71251,"IN",12,0.431466434541139,0.0359555362117616,0.00840153983436082
"SS","Daniel Sorensen",2550257,"HITCH",2,0.430282840001663,0.215141420000831,-0.445260450535767
"CB","Nick Nelson",2560819,"HITCH",8,0.430160551927153,0.0537700689908941,-0.0550589651974748
"CB","Shareece Wright",2495251,"IN",14,0.429264830097527,0.0306617735783948,0.0403644880549455
"ILB","L.J. Fort",2535613,"HITCH",3,0.427300496832022,0.142433498944007,-0.373507311844351
"LB","Foye Oluokun",2561132,"IN",4,0.423884496376349,0.105971124094087,-0.0256990746899284
"CB","Kendall Fuller",2555349,"IN",19,0.423530388668402,0.0222910730878107,0.0972089195062659
"SS","Patrick Chung",71251,"SLANT",13,0.419929604230885,0.0323022772485296,0.00434468183426111
"CB","D.J. Hayden",2539237,"FLAT",9,0.418291307887358,0.0464768119874843,-0.0366427024344948
"CB","Eric Rowe",2552255,"GO",15,0.417019570378112,0.0278013046918741,0.0445861724432033
"CB","Tramon Williams",2506789,"HITCH",16,0.41289418754901,0.0258058867218131,0.0246669551041949
"DB","J.C. Jackson",2560754,"POST",9,0.411684338257517,0.0457427042508353,-0.02254898232949
"DB","Tracy Walker",2560913,"SLANT",1,0.411407315529109,0.411407315529109,-0.92548277640287
"CB","Malcolm Butler",2550613,"CORNER",16,0.411172628415629,0.0256982892759768,0.0661258534584872
"CB","Jalen Ramsey",2555280,"SLANT",27,0.409326156102457,0.0151602280037947,0.126051515513766
"FS","Corey Graham",2495613,"OUT",5,0.407520584697993,0.0815041169395986,-0.183624437961144
"CB","Stephon Gilmore",2533062,"SCREEN",1,0.406812790121543,0.406812790121543,-1.1312185256694
"CB","William Jackson",2556367,"HITCH",53,0.402103780421803,0.00758686378154346,0.11291413521154
"SS","Josh Jones",2558119,"FLAT",14,0.401332942103006,0.0286666387216433,0.00232213608499633
"CB","Eli Apple",2555277,"CORNER",13,0.397179622607827,0.0305522786621405,0.0130938376400775
"ILB","Jayon Brown",2558005,"FLAT",8,0.396427103243864,0.0495533879054829,-0.0318261647825692
"CB","Cornell Armstrong",2561147,"HITCH",5,0.39565538294625,0.07913107658925,-0.137808300166352
"CB","Greg Mabin",2558971,"HITCH",3,0.394652857224988,0.131550952408329,-0.308186318784343
"LB","Roquan Smith",2560877,"FLAT",9,0.393564355000888,0.0437293727778765,-0.0435463346498134
"S","Kenny Ladler",2550365,"FLAT",1,0.392055102830086,0.392055102830086,-1.09942189735854
"SS","Patrick Chung",71251,"OUT",23,0.392021645743409,0.0170444193801482,0.0728023207674004
"CB","Quincy Wilson",2557961,"GO",55,0.389491515676783,0.00708166392139606,0.098205258968603
"CB","Sidney Jones",2557958,"FLAT",2,0.389423859107329,0.194711929553665,-0.546199933919442
"CB","Nickell Robey-Coleman",2540197,"SLANT",4,0.386409598164419,0.0966023995411049,-0.23228206550771
"CB","Gareon Conley",2558062,"SCREEN",3,0.385908642713104,0.128636214237701,-0.189736122413314
"MLB","Jordan Hicks",2552315,"CORNER",1,0.385314734985828,0.385314734985828,-1.06224708958579
"CB","KeiVarae Russell",2555547,"GO",20,0.383750424962005,0.0191875212481002,0.0705455498909047
"CB","Coty Sensabaugh",2532946,"SLANT",19,0.382674303932194,0.0201407528385365,0.0365484695471171
"CB","Quincy Wilson",2557961,"POST",6,0.382357389987745,0.0637262316646242,0.0942412540881422
"CB","Jaire Alexander",2560952,"CORNER",24,0.380380365246285,0.0158491818852619,0.0766537089116142
"CB","Chidobe Awuzie",2557840,"GO",132,0.375528812727721,0.00284491524793728,0.13529243202546
"CB","Ken Crawley",2556735,"GO",45,0.375239939131045,0.00833866531402322,0.0905015313864455
"OLB","Thomas Davis",2506352,"SCREEN",5,0.374219586978388,0.0748439173956776,-0.116023616354799
"CB","Tre Herndon",2561340,"GO",8,0.372158092052302,0.0465197615065377,-0.0508292880234269
"CB","Holton Hill",2560741,"POST",8,0.371231812307214,0.0464039765384018,-0.010344975540728
"S","Terrell Edmunds",2560712,"FLAT",6,0.37003933155989,0.0616732219266484,-0.112938297796625
"CB","Phillip Gaines",2543851,"HITCH",12,0.369428784537123,0.0307857320447602,0.0127332134396634
"CB","Kayvon Webster",2540291,"GO",3,0.368104351464512,0.122701450488171,-0.280209540536979
"SS","Tony Jefferson",2540164,"HITCH",6,0.367256629248997,0.0612094382081662,-0.116833638914136
"SS","Sharrod Neasman",2556443,"GO",11,0.366266687235568,0.0332969715668698,-0.00238225255532279
"CB","Teez Tabor",2557955,"IN",11,0.365977290117494,0.033270662737954,8.28821365841006e-05
"CB","Robert Alford",2539653,"HITCH",51,0.363161656954085,0.00712081680302127,0.100333435854334
"CB","Shaquill Griffin",2558259,"POST",22,0.362556396979636,0.0164798362263471,0.104593048009342
"CB","Tyler Patmon",2550659,"GO",20,0.361909188679218,0.0180954594339609,0.0574657116075095
"CB","Mike Hilton",2556559,"SLANT",11,0.361887381526276,0.0328988528660251,0.012106510253957
"CB","Javien Elliott",2556934,"HITCH",9,0.361745152843452,0.0401939058714946,-0.00979281771615639
"CB","Eli Apple",2555277,"SCREEN",3,0.360055072282879,0.120018357427626,-0.329871609595885
"CB","Desmond King",2557927,"CORNER",4,0.359181613564296,0.089795403391074,-0.194082864489496
"DB","Su'a Cravens",2555345,"GO",3,0.358929077477102,0.119643025825701,-0.330636252116546
"CB","Bene' Benwikere",2543855,"SCREEN",5,0.358579962261152,0.0717159924522305,-0.155495333630911
"CB","Kyle Fuller",2543681,"GO",134,0.357288931730333,0.00266633531142039,0.143935879761247
"CB","Marcus Sherels",2508007,"GO",7,0.355497533135333,0.0507853618764762,0.0625237428351065
"CB","Byron Jones",2552568,"POST",27,0.353939786891669,0.0131088809959877,0.109203692603943
"SS","Marqui Christian",2556277,"CORNER",4,0.353745906388098,0.0884364765970245,-0.172671368381139
"OLB","Telvin Smith",2543711,"IN",3,0.351370517087931,0.117123505695977,-0.299870318907302
"ILB","Jayon Brown",2558005,"SLANT",3,0.350852552559747,0.116950850853249,-0.299730474390519
"CB","DeShawn Shead",2535609,"HITCH",13,0.349044405250159,0.0268495696346276,0.00985780016879247
"CB","Aqib Talib",1302,"HITCH",10,0.348021109626799,0.0348021109626799,-0.00768422650464727
"CB","Grant Haley",2561001,"OUT",17,0.348010487153565,0.0204712051266803,0.041037536656562
"SS","Jarrod Wilson",2556711,"CORNER",3,0.344353536460867,0.114784512153622,-0.305255815707183
"ILB","Darron Lee",2555322,"GO",14,0.34247808183738,0.0244627201312414,0.037964032203469
"ILB","Patrick Onwuasor",2556642,"OUT",5,0.342056017142516,0.0684112034285032,-0.151040294857193
"CB","Avonte Maddox",2560795,"IN",12,0.338910137704111,0.0282425114753426,0.0514452145563082
"OLB","Clay Matthews",80431,"FLAT",2,0.338019553503119,0.16900977675156,-0.463937965549815
"ILB","Vince Williams",2540221,"HITCH",10,0.33726675345588,0.033726675345588,0.0199274050647728
"CB","Fabian Moreau",2558136,"FLAT",9,0.337136306391731,0.0374595895990812,-0.00277884856846711
"CB","Rashaan Melvin",2541200,"SLANT",27,0.336754736016524,0.0124723976302416,0.135806274846307
"CB","DeShawn Shead",2535609,"POST",5,0.336603917240724,0.0673207834481448,-0.0908973266127899
"S","Terrell Edmunds",2560712,"IN",3,0.334161800549876,0.111387266849959,-0.264331231250086
"CB","D.J. Hayden",2539237,"IN",11,0.332818703105785,0.0302562457368895,0.0161630009859651
"CB","Anthony Brown",2555531,"HITCH",18,0.332743446509955,0.0184857470283308,0.0919908799762842
"CB","Akeem King",2553456,"GO",9,0.329813254404656,0.0366459171560729,-0.00866639415097827
"CB","Nate Hairston",2558108,"GO",37,0.328971574466424,0.00889112363422768,0.106754169016601
"CB","Gareon Conley",2558062,"SLANT",28,0.325287649767596,0.0116174160631284,0.11908891240764
