"qualifying","position","displayName","nflId_def","routes","eps_per_route","penalties_and_time_to_throw_normalized_tracking_epa","normalized_avg_max_epa","penalities_count","tracking_penalty_perc"
0,"FS","Antoine Bethea",2495807,114,-0.138966148642763,0.539262898738033,0.534469895268964,1,0.00869565217391304
0,"FS","Lamarcus Joyner",2543492,29,-0.140762572856873,0.541059322952143,0.541059322952143,0,0
0,"FS","Andrew Adams",2556456,55,-0.148181626528518,0.548478376623788,0.548478376623788,0,0
0,"SS","Justin Reid",2560851,51,-0.150865950451788,0.551162700547058,0.551162700547058,0,0
0,"FS","George Odum",2561131,9,-0.15705124182942,0.55734799192469,0.55734799192469,0,0
0,"FS","Reggie Nelson",2507167,28,-0.157219582343234,0.557516332438504,0.557516332438504,0,0
0,"FS","Curtis Riley",2553822,37,-0.15842769741765,0.55872444751292,0.55872444751292,0,0
0,"FS","Clayton Fejedelem",2555355,17,-0.16030661368878,0.56060336378405,0.56060336378405,0,0
0,"CB","Donte' Deayon",2556512,35,-0.16165172813221,0.56194847822748,0.56194847822748,0,0
0,"SS","Jarrod Wilson",2556711,15,-0.163482075447729,0.563778825542999,0.563778825542999,0,0
0,"SS","Karl Joseph",2555342,40,-0.167473082513042,0.567769832608312,0.567769832608312,0,0
0,"FS","Clayton Geathers",2552386,66,-0.167766793656111,0.568063543751381,0.568063543751381,0,0
0,"DB","Jordan Whitehead",2560930,60,-0.174853578421745,0.575150328517015,0.552464880073273,1,0.0163934426229508
0,"FS","Jordan Poyer",2539290,47,-0.175799666831093,0.576096416926363,0.576096416926363,0,0
0,"SS","T.J. McDonald",2539309,82,-0.181843078454847,0.582139828550116,0.585071288293663,1,0.0120481927710843
0,"SS","Justin Evans",2557945,32,-0.183998590694545,0.584295340789814,0.584295340789814,0,0
0,"SS","Erik Harris",2555568,35,-0.18773234775937,0.58802909785464,0.58802909785464,0,0
0,"CB","Leon Hall",2495617,91,-0.194063455841659,0.594360205936928,0.594360205936928,0,0
0,"DB","Tre Sullivan",2559260,10,-0.2093694327829,0.609666182878169,0.609666182878169,0,0
0,"FS","Rontez Miles",2540287,5,-0.220643383335787,0.620940133431057,0.620940133431057,0,0
0,"SS","Deon Bush",2555155,6,-0.223154578339228,0.623451328434498,0.623451328434498,0,0
0,"FS","Ibraheim Campbell",2552605,12,-0.224583919258422,0.624880669353691,0.624880669353691,0,0
0,"SS","Andrew Sendejo",2525323,15,-0.226962101000827,0.627258851096097,0.627258851096097,0,0
0,"FS","Tre Boston",2543830,40,-0.236975891605354,0.637272641700624,0.637272641700624,0,0
0,"FS","Adrian Colbert",2558857,7,-0.237467619240092,0.637764369335362,0.637764369335362,0,0
0,"FS","Eric Weddle",2495775,54,-0.241062193851229,0.641358943946498,0.641358943946498,0,0
0,"DB","Ronnie Harrison",2561008,21,-0.257831795093669,0.658128545188939,0.658128545188939,0,0
0,"SS","Chris Banjo",2541192,6,-0.25801444904609,0.658311199141359,0.658311199141359,0,0
0,"DB","Justin Hardee",2559181,29,-0.263311389214018,0.663608139309288,0.663608139309288,0,0
0,"SS","Adrian Phillips",2550842,116,-0.265781543534004,0.666078293629274,0.666078293629274,0,0
0,"CB","Vontae Davis",79901,13,-0.266145455170654,0.666442205265924,0.666442205265924,0,0
0,"CB","Taron Johnson",2560766,115,-0.267415992412602,0.667712742507872,0.662775083607496,2,0.0170940170940171
0,"S","Maurice Smith",2559058,5,-0.270168803279674,0.670465553374943,0.670465553374943,0,0
0,"S","Jessie Bates",2560970,39,-0.275983426489715,0.676280176584985,0.676280176584985,0,0
0,"SS","Rafael Bush",2507817,123,-0.278878712054237,0.679175462149507,0.679175462149507,0,0
0,"FS","Antone Exum",2543680,46,-0.291355091615909,0.691651841711178,0.691651841711178,0,0
0,"CB","Marcus Sherels",2508007,8,-0.31300595531484,0.71330270541011,0.71330270541011,0,0
0,"FS","Marcell Harris",2561006,30,-0.330464624319888,0.730761374415158,0.730761374415158,0,0
0,"SS","Sean Davis",2555386,26,-0.336686055087199,0.736982805182469,0.736982805182469,0,0
0,"FS","Marcus Williams",2558847,27,-0.341359348924737,0.741656099020007,0.740031086259102,1,0.0357142857142857
0,"CB","Deante Burton",2559109,17,-0.34384164649334,0.74413839658861,0.74413839658861,0,0
0,"FS","Malik Hooker",2558060,7,-0.35853035867174,0.75882710876701,0.75882710876701,0,0
0,"SS","Micah Hyde",2539240,44,-0.404076910439393,0.804373660534663,0.804373660534663,0,0
0,"FS","Andre Hal",2543874,19,-0.410916420576689,0.811213170671959,0.811213170671959,0,0
0,"SS","Damontae Kazee",2558184,13,-0.475843828494184,0.876140578589454,0.876140578589454,0,0
0,"S","Isaiah Johnson",2556567,27,-0.503606796452949,0.903903546548219,0.903903546548219,0,0
0,"CB","Derrick Jones",2558819,8,-0.55745640176064,0.95775315185591,0.95775315185591,0,0
0,"FS","J.J. Wilcox",2540219,13,-0.58351519431561,0.983811944410879,0.983811944410879,0,0
0,"DB","Tyvis Powell",2556655,14,-0.711573459807292,1.11187020990256,1.11187020990256,0,0
0,"FS","Earl Thomas",2508080,6,-0.755850848948457,1.15614759904373,1.15614759904373,0,0
0,"FS","Tedric Thompson",2557881,8,-0.791790560669266,1.19208731076454,1.19208731076454,0,0
0,"SS","Blake Countess",2556374,5,-0.833518888626482,1.23381563872175,1.23381563872175,0,0
