"qualifying","position","displayName","nflId_def","targets","closing_penalties","eps_saved_closing_w_penalties","eps_saved_closing","eps_saved_closing_per_target","eps_saved_closing_per_target_w_penalties","epa_pass_attempt_avg"
0,"FS","Jordan Poyer",2539290,4,0,0.911536693457262,0.815100529866212,0.203775132466553,0.203775132466553,0.364133050863214
0,"OLB","Shaquil Barrett",2550541,6,0,0.908976354601858,0.764322109215283,0.127387018202547,0.127387018202547,0.235925118895609
0,"OLB","Barkevious Mingo",2540140,5,0,0.889699392223843,0.769154187735031,0.153830837547006,0.153830837547006,-0.0268412988507891
0,"CB","Jourdan Lewis",2557920,4,0,0.867568217678906,0.771132054087856,0.192783013521964,0.192783013521964,0.0492424561667542
0,"MLB","Deion Jones",2555162,9,0,0.861282593215685,0.644301225135822,0.0715890250150914,0.0715890250150914,0.400815288121022
0,"FS","Darian Stewart",494307,5,0,0.822421345631637,0.701876141142824,0.140375228228565,0.140375228228565,0.247777123228575
0,"SS","Marqui Christian",2556277,14,0,0.821519919015049,0.483993346446374,0.0345709533175981,0.0345709533175981,0.47606813586886
0,"LB","Dorian O'Daniel",2560827,6,0,0.816850469298762,0.672196223912187,0.112032703985365,0.112032703985365,0.128669687837069
0,"OLB","Whitney Mercilus",2533049,5,0,0.809831686323723,0.68928648183491,0.137857296366982,0.137857296366982,0.337398823652141
0,"FS","George Iloka",2532869,1,0,0.795042480073486,0.770933439175723,0.770933439175723,0.770933439175723,0.0770240904333966
0,"ILB","Will Compton",2540013,1,0,0.793983473559858,0.769874432662095,0.769874432662095,0.769874432662095,0.318459087667382
0,"SS","Kentrell Brice",2556480,9,0,0.789116076522161,0.572134708442298,0.0635705231602553,0.0635705231602553,0.189825137824377
0,"ILB","Kevin Pierre-Louis",2543563,3,0,0.786134915466663,0.713807792773375,0.237935930924458,0.237935930924458,-0.21946157444512
0,"MLB","Elandon Roberts",2556119,7,0,0.742067549644881,0.573304263360544,0.0819006090515062,0.0819006090515062,0.00620288296792279
0,"OLB","Kamu Grugier-Hill",2556363,5,0,0.741534522556574,0.620989318067762,0.124197863613552,0.124197863613552,0.493945370830138
0,"ILB","Antonio Morrison",2555160,2,0,0.739867063979885,0.69164898218436,0.34582449109218,0.34582449109218,0.723493945828724
0,"CB","Leonard Johnson",2532878,5,0,0.738230202471941,0.617684997983128,0.123536999596626,0.123536999596626,0.407333627627039
0,"CB","DeVante Bausby",2553790,9,0,0.736326678735388,0.519345310655526,0.0577050345172806,0.0577050345172806,0.328153774722049
0,"LB","Jermaine Carter",2561093,3,0,0.73182213810994,0.659495015416653,0.219831671805551,0.219831671805551,-0.138666956580458
0,"CB","Jalen Davis",2561316,3,0,0.713367101506745,0.641039978813458,0.213679992937819,0.213679992937819,0.349729346952253
0,"MLB","Manti Te'o",2539277,2,0,0.695743237823266,0.647525156027741,0.323762578013871,0.323762578013871,0.369991986138528
0,"FS","Kemal Ishmael",2541431,1,0,0.693819593446606,0.669710552548844,0.669710552548844,0.669710552548844,0.0760706122401141
0,"OLB","Jamie Collins",2539311,11,0,0.657112390936621,0.391912941061233,0.0356284491873848,0.0356284491873848,-0.184690486476472
0,"DB","Denzel Rice",2553736,2,0,0.656158371107598,0.607940289312073,0.303970144656037,0.303970144656037,0.65326901020117
0,"ILB","Anthony Walker",2558851,11,0,0.655223389162472,0.390023939287084,0.0354567217533713,0.0354567217533713,0.201532723032932
