"position","displayName","nflId_def","eps_tot_sos_adj","eps_zone_sos_adj","eps_man_sos_adj","eps_zone_closing_sos_adj","eps_zone_ball_skills_sos_adj","eps_zone_tackling_sos_adj","eps_man_tracking_sos_adj","eps_man_closing_sos_adj","eps_man_ball_skills_sos_adj","eps_man_tackling_sos_adj","expected_eps_tot","expected_eps_zone","expected_eps_man","man_tracking_expected_eps","expected_closing_eps_zone","expected_closing_eps_man","expected_ball_skills_eps_zone","expected_ball_skills_eps_man","expected_tackling_eps_zone","expected_tackling_eps_man"
"CB","Desmond King",2557927,14.3619430809188,14.0844980090076,0.27744507191125,4.75410480818825,5.22767609305195,-1.35202314827741,-9.29653186679109,4.99675833545876,3.15827159015124,0.548108493172423,-3.26732447843394,-0.952063681035652,-2.31526079739829,-0.632091199514212,-0.128545998852366,-0.371199526122879,0.754022879567893,-1.17456378847838,-1.57754056175118,-0.13740628328282
"CB","Byron Jones",2552568,14.1936623221267,4.6322016033162,9.56146071881046,1.59436156887551,4.11050920832293,0.747666913214836,-0.370593262137165,4.53759788389063,5.20295044491773,1.52367257457432,-8.88613258860479,-1.41695283183702,-7.46917975676776,-0.625972395852424,0.015676457645554,-2.92755985736957,-1.33245024198894,-3.65012658207481,-0.100179047493638,-0.265520921470956
"CB","Captain Munnerlyn",80668,14.1120848546625,3.92313128721622,10.1889535674463,-1.37790902316246,2.16022300675867,5.20889143807349,-5.49731815593937,-0.797118680752884,15.1731961859222,1.80167619558078,-6.93292134528924,-0.77151898177866,-6.16140236351058,-0.806648889911308,-0.0848543776644995,-0.665644720074076,-0.331911350616058,-4.0265673802565,-0.354753253498103,-0.662541373268697
"CB","Marlon Humphrey",2558067,13.7555069095633,-5.6399781060385,19.3954850156018,2.09681276036789,-4.91069088027415,-1.23195950749103,1.70100036175595,2.97569661559586,12.9124394386246,0.126535752601652,-0.807190846747585,-0.748611419324005,-0.0585794274235804,2.1745979743376,-0.563969927292413,-1.44285378252038,0.039673937621667,-0.69320614661131,-0.224315429653259,-0.0971174726294856
"FS","Andrew Adams",2556456,13.2383784346899,17.2876444677158,-4.04926603302586,3.43357673961521,9.63008842240645,-0.725394779256545,-0.935195465935886,-0.271129369512541,-3.07178275667905,0.351117750049759,-1.72118859101543,-0.811749831836166,-0.909438759179263,-0.183059440080984,0.0699658916787566,0.271129369512541,-0.576864401199128,-0.629582746108792,-0.304851322315795,-0.367925942502027
"CB","Malcolm Butler",2550613,12.9571667548166,5.96238858510906,6.99477816970758,-0.88178263546785,0.771613469383844,0.441547191384113,6.80561405266561,-0.173800814432819,2.35115058817231,-2.66137164508815,-5.42298811922666,-0.951203302417395,-4.47178481680926,0.444214191338801,-0.48918327236681,-1.19716509340184,-0.938748504075671,-3.86453723906618,0.476728474025085,0.145703324319954
"CB","Brandon Carr",4365,12.2961589729317,-0.371616432406908,12.6677754053386,-0.809874811538822,3.33356992015483,-0.719525212066648,0.86729078040202,0.814612379844658,10.1865513113629,0.136956144181596,-1.45775834915933,-0.964456011978053,-0.493302337181281,2.03377596339493,-0.238555075764878,-1.86304226714836,-0.516282455317392,-0.188163365522772,-0.209618480895783,-0.475872667905082
"FS","Kevin Byard",2555158,12.1597061561543,9.83615089632667,2.32355525982764,-0.482132665961261,2.29584675864704,-1.75512839758418,1.76589176825089,0.0151515988532072,0.512407016619495,0.245697107512619,0.575300174716755,1.31101310927843,-0.735712934561676,-0.678788734044002,0.127615320847481,-0.0151515988532072,0.885980800149061,0.00765004932307303,0.297416988281889,-0.0494226509875403
"FS","Anthony Harris",2553655,12.0878797831848,13.2605206123437,-1.17264082915889,1.67732259180427,5.80303374399016,0.126660723903851,-1.52746164348523,0.175735624056582,0.150337913887153,0.0995387553525836,-0.714508730610673,-0.0534657315425147,-0.661042999068158,-0.0233366652656114,-0.161900392255313,-0.175735624056582,0.0172955915432439,-0.483696843429431,0.0911390691695544,0.0217261336834665
"CB","Justin Coleman",2553637,11.3428630016505,4.2763471515011,7.06651585014938,0.689261773631408,3.39187047774169,0.773949462446765,-4.75116204133313,1.20477697556581,10.8794238681274,0.321709642091858,-4.32437676557598,-0.542299635730051,-3.78207712984593,-0.403490452091153,0.241389871408925,-0.274125330525478,-0.305630411375794,-1.83093658092866,-0.478059095763182,-1.27352476630063
"FS","Curtis Riley",2553822,11.1162086497594,11.878111752379,-0.761903102619676,1.0632345719877,7.33745086413908,0.769027968382707,-0.427228254265473,0.375154883870694,0.01341250342665,-0.67819311267065,-1.73033488237351,-0.560866295385334,-1.16946858698817,-0.0572073481692912,-0.473913532952211,-0.375154883870694,0.303701963973895,-0.579909666870286,-0.390654726407018,-0.157196688077902
"FS","Mike Mitchell",238227,11.0341414422562,11.1231882020827,-0.0890467598264931,-0.692878780074539,-1.22547722903504,10.2896759695231,-0.0890467598264931,0,0,0,0.292102635699004,0.336704688453306,-0.0446020527543019,-0.0446020527543019,0.0108986227142281,0,0.435986904032982,0,-0.110180838293904,0
"CB","D.J. Hayden",2539237,10.925494740563,7.33964277626401,3.58585196429902,4.17493536739727,4.34068065323239,0.557307998184824,-0.919031684731526,3.62694263175285,1.47417981049677,-0.222974631377355,-1.83054918649408,-0.598620743753259,-1.23192844274082,-0.169552737052534,0.0792759485969067,0.627268684241332,-0.186564120387959,-1.63732288071609,-0.491332571962207,-0.0523215092135261
"MLB","Deion Jones",2555162,10.9153042338936,15.0911658478439,-4.17586161395031,1.40077545805395,-2.35158592082361,3.11885694167011,-1.27239114956736,-0.12150451040121,-2.12290337846491,-0.543221973565951,-0.219970934717552,0.520533990786376,-0.740504925503927,-0.114115585609368,0.205617172516931,0.12150451040121,0.23776198105631,-0.838621629234597,0.0771548372131353,0.0907277789388276
"CB","Chris Harris",2530510,10.7675992262784,10.6826129533172,0.0849862729611632,-2.22698837637151,0.131303807107977,2.12822337790918,-6.99244550460163,-1.2215926656806,7.58178789577861,1.47530782830523,-3.63313562607037,-0.345691162041241,-3.28744446402913,0.186182708356647,-0.0121293622011653,-1.01752507289208,-0.238521680801464,-1.84431729059036,-0.0950401190386121,-0.611784808903331
"DB","J.C. Jackson",2560754,10.7372587472044,5.01065168905864,5.72660705814578,-0.338540704193992,2.76351971710543,-1.49378959257018,5.06863621149105,-0.593813454631566,3.5656595737779,-0.87810461598946,0.045511978544202,-1.35449745401616,1.40000943256036,1.04882650012656,-0.238858097631155,0.016414652806419,-0.332679744902849,0.426927889836282,-0.782959611482159,-0.0921596102088921
"CB","Jimmy Smith",2508107,9.98578359777606,-2.80214199584315,12.7879255936192,-0.489038780587292,-2.79149274301451,-0.183595368471287,4.36272836312466,0.520910885057621,8.57829852576384,0.0304768023041762,-3.49441276481397,-1.52980721057886,-1.96460555423511,1.63614466781797,-0.139910734276896,-1.14986039992181,-0.876205345576737,-1.51268273836978,-0.513691130725229,-0.938207083761496
"MLB","Bobby Wagner",2532966,9.22989481365121,12.7281835017869,-3.49828868813571,1.96494036075386,5.72779234684073,1.17360320097387,-2.24127823524867,0.134372929965614,-1.07610044263336,-0.0578593803284504,-1.91607694812525,-1.10583730016852,-0.81023964795673,-0.430778611089948,0.637083246076543,-0.134372929965614,-0.773632882403135,0.0525993640098039,-0.969287663841928,-0.297687470910972
"CB","Kyle Fuller",2543681,8.89831689659879,0.872467796118047,8.02584910048074,-0.931728146128655,-0.931619750782712,0.746065631363813,-7.30699142181983,1.13190580616114,12.054989145786,2.5106618735956,-5.87259039694908,-1.08636664590838,-4.7862237510407,1.3774816123622,-0.554687064294855,-2.61832101658465,-0.174832549247698,-1.81512086730996,-0.356847032365827,-1.7302634795083
"CB","Marshon Lattimore",2558061,8.84509743985048,8.16139233402021,0.683705105830269,0.787916370318553,-1.30903458930333,4.39661996180472,1.07715529256982,2.04438515499248,-6.95764267945328,4.02685839271733,-3.55268215659788,-1.43250889919469,-2.12017325740319,1.62536072455488,-0.574278750308679,-1.83074753498261,-0.711659192003485,-0.792752181635739,-0.146570956882524,-1.12203426533972
